"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","AWND","AWND_ATTRIBUTES","PGTM","PGTM_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT02","WT02_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT06","WT06_ATTRIBUTES","WT08","WT08_ATTRIBUTES","WT09","WT09_ATTRIBUTES","WT13","WT13_ATTRIBUTES","WT14","WT14_ATTRIBUTES","WT15","WT15_ATTRIBUTES","WT16","WT16_ATTRIBUTES","WT18","WT18_ATTRIBUTES","WT22","WT22_ATTRIBUTES"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.63915","-73.7639","2.7","2013-09-26","6.93",",,W",,,"0.00",",,W,2400","0.0",",,W,","0.0",",,W,","62","H,,S","70",",,W","54",",,W","  100",",,W","  110",",,W","15.0",",,W","17.0",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.63915","-73.7639","2.7","2013-09-27","7.38",",,W",,,"0.00",",,W,2400","0.0",",,W,","0.0",",,W,","61","H,,S","69",",,W","52",",,W","   40",",,W","   50",",,W","14.1",",,W","16.1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.63915","-73.7639","2.7","2013-09-28","6.49",",,W",,,"0.00",",,W,2400","0.0",",,W,","0.0",",,W,","64","H,,S","74",",,W","56",",,W","   20",",,W","   40",",,W","15.0",",,W","21.9",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.63915","-73.7639","2.7","2013-09-29","6.26",",,W",,,"0.00",",,W,2400","0.0",",,W,","0.0",",,W,","62","H,,S","72",",,W","54",",,W","  160",",,W","   90",",,W","13.0",",,W","17.0",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.63915","-73.7639","2.7","2013-09-30","6.49",",,W",,,"0.00",",,W,2400","0.0",",,W,","0.0",",,W,","61","H,,S","72",",,W","52",",,W","  190",",,W","  190",",,W","13.0",",,W","15.0",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.63915","-73.7639","2.7","2013-10-01","8.05",",,W",,,"0.00",",,W,2400","0.0",",,W,","0.0",",,W,","67","H,,S","81",",,W","58",",,W","  230",",,W","  240",",,W","17.0",",,W","19.9",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.63915","-73.7639","2.7","2013-10-02","9.17",",,W",,,"0.00",",,W,2400","0.0",",,W,","0.0",",,W,","71","H,,S","85",",,W","60",",,W","  230",",,W","  230",",,W","21.0",",,W","25.1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.63915","-73.7639","2.7","2013-10-03","6.26",",,W",,,"0.00",",,W,2400","0.0",",,W,","0.0",",,W,","71","H,,S","77",",,W","60",",,W","  190",",,W","  190",",,W","14.1",",,W","16.1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.63915","-73.7639","2.7","2013-10-04","6.49",",,W",,,"0.00",",,W,2400","0.0",",,W,","0.0",",,W,","70","H,,S","80",",,W","62",",,W","  190",",,W","  190",",,W","17.0",",,W","21.9",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.63915","-73.7639","2.7","2013-10-05","6.71",",,W",,,"0.01",",,W,2400","0.0",",,W,","0.0",",,W,","68","H,,S","76",",,W","64",",,W","  120",",,W",,,"12.1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.63915","-73.7639","2.7","2013-10-06","9.84",",,W",,,"0.00","T,,W,2400","0.0",",,W,","0.0",",,W,","66","H,,S","69",",,W","65",",,W","  100",",,W","  100",",,W","17.0",",,W","21.0",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.63915","-73.7639","2.7","2013-10-07","16.55",",,W",,,"0.26",",,W,2400","0.0",",,W,","0.0",",,W,","70","H,,S","78",",,W","61",",,W","  180",",,W","  180",",,W","33.1",",,W","40.9",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.63915","-73.7639","2.7","2013-10-08","11.41",",,W",,,"0.00",",,W,2400","0.0",",,W,","0.0",",,W,","62","H,,S","68",",,W","55",",,W","  360",",,W","  340",",,W","18.1",",,W","23.0",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.63915","-73.7639","2.7","2013-10-09","10.74",",,W",,,"0.00",",,W,2400","0.0",",,W,","0.0",",,W,","59","H,,S","65",",,W","53",",,W","   50",",,W","   50",",,W","21.0",",,W","25.1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.63915","-73.7639","2.7","2013-10-10","15.88",",,W",,,"0.00","T,,W,2400","0.0",",,W,","0.0",",,W,","59","H,,S","66",",,W","56",",,W","   30",",,W","   30",",,W","21.0",",,W","25.9",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.63915","-73.7639","2.7","2013-10-11","15.43",",,W",,,"0.00","T,,W,2400","0.0",",,W,","0.0",",,W,","64","H,,S","69",",,W","60",",,W","   60",",,W","   40",",,W","21.9",",,W","28.0",",,W",,,,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.63915","-73.7639","2.7","2013-10-12","14.99",",,W",,,"0.00","T,,W,2400","0.0",",,W,","0.0",",,W,","66","H,,S","75",",,W","59",",,W","   60",",,W","   60",",,W","23.9",",,W","30.0",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.63915","-73.7639","2.7","2013-10-13","11.41",",,W",,,"0.00",",,W,2400","0.0",",,W,","0.0",",,W,","61","H,,S","68",",,W","51",",,W","   50",",,W","   50",",,W","21.9",",,W","25.9",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.63915","-73.7639","2.7","2013-10-14","5.59",",,W",,,"0.00",",,W,2400","0.0",",,W,","0.0",",,W,","56","H,,S","66",",,W","49",",,W","  140",",,W","   40",",,W","10.1",",,W","17.0",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.63915","-73.7639","2.7","2013-10-15","5.82",",,W",,,"0.00",",,W,2400","0.0",",,W,","0.0",",,W,","58","H,,S","70",",,W","50",",,W","  110",",,W","  110",",,W","16.1",",,W","21.9",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.63915","-73.7639","2.7","2013-10-16","5.37",",,W",,,"0.00",",,W,2400","0.0",",,W,","0.0",",,W,","59","H,,S","67",",,W","54",",,W","  210",",,W","  130",",,W","8.9",",,W","12.1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.63915","-73.7639","2.7","2013-10-17","10.74",",,W",,,"0.01",",,W,2400","0.0",",,W,","0.0",",,W,","64","H,,S","72",",,W","61",",,W","  190",",,W","  180",",,W","21.9",",,W","25.1",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.63915","-73.7639","2.7","2013-10-18","14.99",",,W",,,"0.00","T,,W,2400","0.0",",,W,","0.0",",,W,","64","H,,S","70",",,W","56",",,W","  270",",,W","  270",",,W","25.1",",,W","31.1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.63915","-73.7639","2.7","2013-10-19","7.16",",,W",,,"0.00","T,,W,2400","0.0",",,W,","0.0",",,W,","58","H,,S","65",",,W","50",",,W","  250",",,W","  250",",,W","21.0",",,W","25.1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.63915","-73.7639","2.7","2013-10-20","12.08",",,W",,,"0.00",",,W,2400","0.0",",,W,","0.0",",,W,","59","H,,S","64",",,W","50",",,W","  290",",,W","  290",",,W","23.9",",,W","30.0",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.63915","-73.7639","2.7","2013-10-21","11.63",",,W",,,"0.00",",,W,2400","0.0",",,W,","0.0",",,W,","57","H,,S","66",",,W","49",",,W","  190",",,W","  190",",,W","23.0",",,W","25.9",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.63915","-73.7639","2.7","2013-10-22","11.63",",,W",,,"0.00",",,W,2400","0.0",",,W,","0.0",",,W,","60","H,,S","68",",,W","51",",,W","  290",",,W","  290",",,W","18.1",",,W","21.9",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.63915","-73.7639","2.7","2013-10-23","8.50",",,W",,,"0.00","T,,W,2400","0.0",",,W,","0.0",",,W,","52","H,,S","55",",,W","45",",,W","  320",",,W","  330",",,W","18.1",",,W","23.0",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.63915","-73.7639","2.7","2013-10-24","14.99",",,W",,,"0.00",",,W,2400","0.0",",,W,","0.0",",,W,","48","H,,S","56",",,W","41",",,W","  250",",,W","  260",",,W","23.9",",,W","30.0",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.63915","-73.7639","2.7","2013-10-25","13.20",",,W",,,"0.00",",,W,2400","0.0",",,W,","0.0",",,W,","46","H,,S","56",",,W","39",",,W","  290",",,W","  300",",,W","23.9",",,W","31.1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.63915","-73.7639","2.7","2013-10-26","14.32",",,W",,,"0.00","T,,W,2400","0.0",",,W,","0.0",",,W,","47","H,,S","56",",,W","40",",,W","  240",",,W","  250",",,W","25.1",",,W","31.1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.63915","-73.7639","2.7","2013-10-27","12.97",",,W",,,"0.00","T,,W,2400","0.0",",,W,","0.0",",,W,","52","H,,S","58",",,W","47",",,W","  300",",,W","  310",",,W","19.9",",,W","25.1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.63915","-73.7639","2.7","2013-10-28","9.17",",,W",,,"0.00",",,W,2400","0.0",",,W,","0.0",",,W,","50","H,,S","60",",,W","40",",,W","  260",",,W","  260",",,W","16.1",",,W","19.9",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.63915","-73.7639","2.7","2013-10-29","5.82",",,W",,,"0.00",",,W,2400","0.0",",,W,","0.0",",,W,","51","H,,S","57",",,W","44",",,W","   50",",,W",,,"11.0",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.63915","-73.7639","2.7","2013-10-30","4.92",",,W",,,"0.00",",,W,2400","0.0",",,W,","0.0",",,W,","52","H,,S","61",",,W","44",",,W","  190",",,W","  220",",,W","10.1",",,W","13.0",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.63915","-73.7639","2.7","2013-10-31","12.08",",,W",,,"0.05",",,W,2400","0.0",",,W,","0.0",",,W,","59","H,,S","67",",,W","53",",,W","  180",",,W","  180",",,W","25.1",",,W","35.1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.63915","-73.7639","2.7","2013-11-01","16.33",",,W",,,"0.07",",,W,2400","0.0",",,W,","0.0",",,W,","64","H,,S","69",",,W","58",",,W","  180",",,W","  180",",,W","31.1",",,W","38.0",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.63915","-73.7639","2.7","2013-11-02","7.16",",,W",,,"0.00",",,W,2400","0.0",",,W,","0.0",",,W,","60","H,,S","67",",,W","53",",,W","  300",",,W","  290",",,W","15.0",",,W","18.1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.63915","-73.7639","2.7","2013-11-03","14.54",",,W",,,"0.00",",,W,2400","0.0",",,W,","0.0",",,W,","52","H,,S","56",",,W","38",",,W","  350",",,W","  360",",,W","25.1",",,W","31.1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.63915","-73.7639","2.7","2013-11-04","9.84",",,W",,,"0.00",",,W,2400","0.0",",,W,","0.0",",,W,","40","H,,S","48",",,W","34",",,W","   40",",,W","   20",",,W","18.1",",,W","25.1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.63915","-73.7639","2.7","2013-11-05","6.49",",,W",,,"0.00",",,W,2400","0.0",",,W,","0.0",",,W,","45","H,,S","56",",,W","38",",,W","  140",",,W","  130",",,W","13.0",",,W","17.0",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.63915","-73.7639","2.7","2013-11-06","8.50",",,W",,,"0.00",",,W,2400","0.0",",,W,","0.0",",,W,","52","H,,S","61",",,W","43",",,W","  180",",,W","  180",",,W","18.1",",,W","25.1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.63915","-73.7639","2.7","2013-11-07","13.42",",,W",,,"0.13",",,W,2400","0.0",",,W,","0.0",",,W,","58","H,,S","64",",,W","44",",,W","  320",",,W","  310",",,W","29.1",",,W","38.0",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.63915","-73.7639","2.7","2013-11-08","15.21",",,W",,,"0.00",",,W,2400","0.0",",,W,","0.0",",,W,","46","H,,S","52",",,W","41",",,W","  320",",,W","  320",",,W","25.9",",,W","35.1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.63915","-73.7639","2.7","2013-11-09","11.41",",,W",,,"0.00",",,W,2400","0.0",",,W,","0.0",",,W,","44","H,,S","50",",,W","39",",,W","  210",",,W","  300",",,W","19.9",",,W","25.1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.63915","-73.7639","2.7","2013-11-10","17.45",",,W",,,"0.00","T,,W,2400","0.0",",,W,","0.0",",,W,","51","H,,S","62",",,W","44",",,W","  300",",,W","  270",",,W","32.0",",,W","40.0",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.63915","-73.7639","2.7","2013-11-11","13.65",",,W",,,"0.00",",,W,2400","0.0",",,W,","0.0",",,W,","49","H,,S","54",",,W","43",",,W","  230",",,W","  230",",,W","23.9",",,W","30.0",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.63915","-73.7639","2.7","2013-11-12","17.00",",,W",,,"0.05",",,W,2400","0.2",",,W,","0.0",",,W,","44","H,,S","52",",,W","32",",,W","  330",",,W","  330",",,W","30.0",",,W","38.0",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.63915","-73.7639","2.7","2013-11-13","13.65",",,W",,,"0.00",",,W,2400","0.0",",,W,","0.0",",,W,","34","H,,S","41",",,W","29",",,W","  340",",,W","  330",",,W","23.0",",,W","31.1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.63915","-73.7639","2.7","2013-11-14","15.21",",,W",,,"0.00",",,W,2400","0.0",",,W,","0.0",",,W,","41","H,,S","53",",,W","34",",,W","  250",",,W","  260",",,W","23.0",",,W","28.0",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.63915","-73.7639","2.7","2013-11-15","8.28",",,W",,,"0.00",",,W,2400","0.0",",,W,","0.0",",,W,","45","H,,S","53",",,W","36",",,W","  240",",,W","  230",",,W","14.1",",,W","16.1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.63915","-73.7639","2.7","2013-11-16","4.92",",,W",,,"0.08",",,W,2400","0.0",",,W,","0.0",",,W,","49","H,,S","56",",,W","43",",,W","  180",",,W","  200",",,W","13.0",",,W","15.0",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.63915","-73.7639","2.7","2013-11-17","6.93",",,W",,,"0.01",",,W,2400","0.0",",,W,","0.0",",,W,","53","H,,S","62",",,W","46",",,W","  150",",,W","  130",",,W","12.1",",,W","15.0",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.63915","-73.7639","2.7","2013-11-18","16.33",",,W",,,"0.16",",,W,2400","0.0",",,W,","0.0",",,W,","59","H,,S","67",",,W","52",",,W","  210",",,W","  210",",,W","30.0",",,W","42.9",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.63915","-73.7639","2.7","2013-11-19","21.47",",,W",,,"0.00",",,W,2400","0.0",",,W,","0.0",",,W,","49","H,,S","52",",,W","36",",,W","  300",",,W","  290",",,W","31.1",",,W","40.0",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.63915","-73.7639","2.7","2013-11-20","10.51",",,W",,,"0.00",",,W,2400","0.0",",,W,","0.0",",,W,","38","H,,S","46",",,W","31",",,W","  360",",,W","  360",",,W","23.0",",,W","29.1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.63915","-73.7639","2.7","2013-11-21","6.93",",,W",,,"0.00",",,W,2400","0.0",",,W,","0.0",",,W,","40","H,,S","52",",,W","31",",,W","  140",",,W","  120",",,W","13.0",",,W","17.0",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.63915","-73.7639","2.7","2013-11-22","8.28",",,W",,,"0.07",",,W,2400","0.0",",,W,","0.0",",,W,","52","H,,S","57",",,W","49",",,W","  240",",,W","  240",",,W","15.0",",,W","18.1",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.63915","-73.7639","2.7","2013-11-23","19.01",",,W",,,"0.00","T,,W,2400","0.0","T,,W,","0.0",",,W,","48","H,,S","55",",,W","32",",,W","  310",",,W","  290",",,W","33.1",",,W","46.1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.63915","-73.7639","2.7","2013-11-24","24.38",",,W",,,"0.00",",,W,2400","0.0",",,W,","0.0",",,W,","30","H,,S","32",",,W","24",",,W","  310",",,W","  300",",,W","38.9",",,W","51.0",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.63915","-73.7639","2.7","2013-11-25","13.87",",,W",,,"0.00",",,W,2400","0.0",",,W,","0.0",",,W,","28","H,,S","36",",,W","23",",,W","  310",",,W","  310",",,W","21.9",",,W","28.0",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.63915","-73.7639","2.7","2013-11-26","9.17",",,W",,,"0.56",",,W,2400","0.0","T,,W,","0.0",",,W,","36","H,,S","53",",,W","34",",,W","  100",",,W","  100",",,W","23.0",",,W","29.1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.63915","-73.7639","2.7","2013-11-27","21.70",",,W",,,"1.41",",,W,2400","0.0",",,W,","0.0",",,W,","50","H,,S","61",",,W","36",",,W","  170",",,W","  170",",,W","38.9",",,W","48.1",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.63915","-73.7639","2.7","2013-11-28","15.66",",,W",,,"0.00",",,W,2400","0.0",",,W,","0.0",",,W,","35","H,,S","37",",,W","30",",,W","  290",",,W","  290",",,W","33.1",",,W","45.0",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.63915","-73.7639","2.7","2013-11-29","8.95",",,W",,,"0.00",",,W,2400","0.0",",,W,","0.0",",,W,","35","H,,S","41",",,W","30",",,W","  330",",,W","  330",",,W","19.9",",,W","21.9",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.63915","-73.7639","2.7","2013-11-30","7.38",",,W",,,"0.00",",,W,2400","0.0",",,W,","0.0",",,W,","32","H,,S","44",",,W","25",",,W","   70",",,W","  120",",,W","13.0",",,W","15.0",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.63915","-73.7639","2.7","2013-12-01","6.71",",,W",,,"0.00","T,,W,2400","0.0",",,W,","0.0",",,W,","42","H,,S","49",",,W","37",",,W","  240",",,W","  230",",,W","10.1",",,W","13.0",",,W",,,,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.63915","-73.7639","2.7","2013-12-02","4.25",",,W",,,"0.00",",,W,2400","0.0",",,W,","0.0",",,W,","44","H,,S","51",",,W","38",",,W","   40",",,W","  240",",,W","8.9",",,W","12.1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.63915","-73.7639","2.7","2013-12-03","6.04",",,W",,,"0.00",",,W,2400","0.0",",,W,","0.0",",,W,","44","H,,S","54",",,W","38",",,W","  220",",,W","  220",",,W","12.1",",,W","15.0",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.63915","-73.7639","2.7","2013-12-04","3.80",",,W",,,"0.00",",,W,2400","0.0",",,W,","0.0",",,W,","44","H,,S","51",",,W","35",",,W","   90",",,W","  100",",,W","8.9",",,W","12.1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.63915","-73.7639","2.7","2013-12-05","7.16",",,W",,,"0.01",",,W,2400","0.0",",,W,","0.0",",,W,","51","H,,S","56",",,W","47",",,W","  180",",,W","  160",",,W","16.1",",,W","21.0",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.63915","-73.7639","2.7","2013-12-06","11.18",",,W",,,"0.57",",,W,2400","0.0",",,W,","0.0",",,W,","51","H,,S","56",",,W","37",",,W","  360",",,W","  300",",,W","21.0",",,W","31.1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.63915","-73.7639","2.7","2013-12-07","12.75",",,W",,,"0.17",",,W,2400","0.0",",,W,","0.0",",,W,","39","H,,S","43",",,W","32",",,W","  310",",,W","  340",",,W","19.9",",,W","25.1",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.63915","-73.7639","2.7","2013-12-08","9.17",",,W",,,"0.03",",,W,2400","0.7",",,W,","0.0",",,W,","32","H,,S","34",",,W","28",",,W","   50",",,W","   50",",,W","16.1",",,W","21.0",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.63915","-73.7639","2.7","2013-12-09","12.30",",,W",,,"0.25",",,W,2400","0.0","T,,W,","0.0",",,W,","36","H,,S","42",",,W","32",",,W","   40",",,W","   50",",,W","19.9",",,W","25.9",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.63915","-73.7639","2.7","2013-12-10","12.30",",,W",,,"0.28",",,W,2400","2.1",",,W,","0.0",",,W,","36","H,,S","38",",,W","30",",,W","  260",",,W","  260",",,W","23.0",",,W","29.1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.63915","-73.7639","2.7","2013-12-11","18.34",",,W",,,"0.00",",,W,2400","0.0",",,W,","1.2",",,W,","30","H,,S","32",",,W","27",",,W","  270",",,W","  260",",,W","23.9",",,W","30.0",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.63915","-73.7639","2.7","2013-12-12","16.11",",,W",,,"0.00",",,W,2400","0.0",",,W,","0.0",",,W,","27","H,,S","30",",,W","23",",,W","  320",",,W","  320",",,W","25.9",",,W","32.0",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.63915","-73.7639","2.7","2013-12-13","15.21",",,W",,,"0.00",",,W,2400","0.0",",,W,","0.0",",,W,","28","H,,S","36",",,W","24",",,W","  270",",,W","  270",",,W","25.9",",,W","35.1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
